5,country5,city112
7,country6,city112
8,country7,city112
4,country8,city112
9,country9,city112
6,country0,city113
5,country1,city113
5,country10,city113
4,country11,city113
7,country12,city113
5,country13,city113
6,country14,city113
8,country15,city113
3,country16,city113
4,country17,city113
5,country18,city113
5,country19,city113
8,country2,city113
9,country20,city113
4,country21,city113
2,country22,city113
10,country23,city113
6,country24,city113
4,country25,city113
3,country26,city113
3,country27,city113
7,country28,city113
8,country3,city113
6,country4,city113
10,country5,city113
14,country6,city113
8,country7,city113
12,country8,city113
4,country9,city113
11,country0,city114
7,country1,city114
6,country10,city114
2,country11,city114
9,country12,city114
5,country13,city114
8,country14,city114
7,country15,city114
8,country16,city114
6,country17,city114
8,country18,city114
11,country19,city114
6,country2,city114
8,country20,city114
6,country21,city114
4,country22,city114
6,country23,city114
5,country24,city114
12,country25,city114
7,country26,city114
2,country27,city114
7,country28,city114
5,country3,city114
8,country4,city114
10,country5,city114
4,country6,city114
5,country7,city114
7,country8,city114
9,country9,city114
12,country0,city115
5,country1,city115
3,country10,city115
7,country11,city115
12,country12,city115
12,country13,city115
8,country14,city115
1,country15,city115
8,country16,city115
5,country17,city115
5,country18,city115
5,country19,city115
4,country2,city115
12,country20,city115
10,country21,city115
7,country22,city115
11,country23,city115
5,country24,city115
4,country25,city115
4,country26,city115
6,country27,city115
6,country28,city115
17,country3,city115
7,country4,city115
9,country5,city115
8,country6,city115
9,country7,city115
9,country8,city115
8,country9,city115
7,country0,city116
9,country1,city116
11,country10,city116
4,country11,city116
5,country12,city116
10,country13,city116
1,country14,city116
7,country16,city116
6,country17,city116
5,country18,city116
3,country19,city116
5,country2,city116
11,country20,city116
4,country21,city116
13,country22,city116
7,country23,city116
13,country24,city116
8,country25,city116
7,country26,city116
5,country27,city116
6,country28,city116
10,country3,city116
4,country4,city116
9,country5,city116
6,country6,city116
4,country7,city116
4,country8,city116
13,country9,city116
7,country0,city117
10,country1,city117
6,country10,city117
8,country11,city117
10,country12,city117
9,country13,city117
8,country14,city117
8,country15,city117
8,country16,city117
4,country17,city117
7,country18,city117
6,country19,city117
5,country2,city117
7,country20,city117
7,country21,city117
7,country22,city117
7,country23,city117
10,country24,city117
5,country25,city117
6,country26,city117
7,country27,city117
9,country28,city117
9,country3,city117
6,country4,city117
9,country5,city117
8,country6,city117
8,country7,city117
9,country8,city117
11,country9,city117
5,country0,city118
8,country1,city118
5,country10,city118
4,country11,city118
8,country12,city118
5,country13,city118
6,country14,city118
3,country15,city118
8,country16,city118
8,country17,city118
8,country18,city118
5,country19,city118
5,country2,city118
6,country20,city118
8,country21,city118
8,country22,city118
3,country23,city118
5,country24,city118
5,country25,city118
3,country26,city118
9,country27,city118
7,country28,city118
2,country3,city118
6,country4,city118
6,country5,city118
12,country6,city118
8,country7,city118
6,country8,city118
8,country9,city118
6,country0,city119
5,country1,city119
6,country10,city119
4,country11,city119
10,country12,city119
8,country13,city119
5,country14,city119
8,country15,city119
6,country16,city119
5,country17,city119
2,country18,city119
4,country19,city119
5,country2,city119
10,country20,city119
5,country21,city119
12,country22,city119
11,country23,city119
8,country24,city119
7,country25,city119
5,country26,city119
10,country27,city119
2,country28,city119
3,country3,city119
8,country4,city119
6,country5,city119
7,country6,city119
7,country7,city119
5,country8,city119
5,country9,city119
4,country0,city12
7,country1,city12
9,country10,city12
4,country11,city12
7,country12,city12
5,country13,city12
5,country14,city12
4,country15,city12
5,country16,city12
7,country17,city12
7,country18,city12
6,country19,city12
9,country2,city12
5,country20,city12
9,country21,city12
5,country22,city12
5,country23,city12
5,country24,city12
3,country25,city12
6,country26,city12
7,country27,city12
6,country28,city12
7,country3,city12
3,country4,city12
8,country5,city12
5,country6,city12
7,country7,city12
6,country8,city12
8,country9,city12
8,country0,city120
8,country1,city120
9,country10,city120
7,country11,city120
9,country12,city120
4,country13,city120
7,country14,city120
6,country15,city120
10,country16,city120
8,country17,city120
11,country18,city120
9,country19,city120
6,country2,city120
6,country20,city120
7,country21,city120
11,country22,city120
6,country23,city120
9,country24,city120
9,country25,city120
7,country26,city120
10,country27,city120
2,country28,city120
6,country3,city120
10,country4,city120
7,country5,city120
11,country6,city120
10,country7,city120
8,country8,city120
8,country9,city120
5,country0,city121
9,country1,city121
3,country10,city121
11,country11,city121
8,country12,city121
5,country13,city121
7,country14,city121
8,country15,city121
9,country16,city121
5,country17,city121
7,country18,city121
3,country19,city121
7,country2,city121
4,country20,city121
6,country21,city121
6,country22,city121
6,country23,city121
6,country24,city121
9,country25,city121
8,country26,city121
10,country27,city121
7,country28,city121
7,country3,city121
6,country4,city121
12,country5,city121
7,country6,city121
4,country7,city121
4,country8,city121
9,country9,city121
7,country0,city122
9,country1,city122
6,country10,city122
8,country11,city122
8,country12,city122
9,country13,city122
9,country14,city122
8,country15,city122
3,country16,city122
6,country17,city122
6,country18,city122
7,country19,city122
5,country2,city122
13,country20,city122
4,country21,city122
4,country22,city122
9,country23,city122
11,country24,city122
3,country25,city122
9,country26,city122
10,country27,city122
7,country28,city122
8,country3,city122
8,country4,city122
9,country5,city122
4,country6,city122
7,country7,city122
1,country8,city122
9,country9,city122
4,country0,city123
8,country1,city123
9,country10,city123
5,country11,city123
12,country12,city123
8,country13,city123
6,country14,city123
4,country15,city123
7,country16,city123
6,country17,city123
10,country18,city123
4,country19,city123
11,country2,city123
11,country20,city123
6,country21,city123
8,country22,city123
7,country23,city123
4,country24,city123
6,country25,city123
6,country26,city123
4,country27,city123
6,country28,city123
13,country3,city123
9,country4,city123
15,country5,city123
7,country6,city123
6,country7,city123
7,country8,city123
6,country9,city123
10,country0,city124
7,country1,city124
6,country10,city124
6,country11,city124
8,country12,city124
11,country13,city124
6,country14,city124
6,country15,city124
8,country16,city124
8,country17,city124
7,country18,city124
8,country19,city124
3,country2,city124
8,country20,city124
7,country21,city124
6,country22,city124
5,country23,city124
5,country24,city124
7,country25,city124
4,country26,city124
7,country27,city124
7,country28,city124
6,country3,city124
7,country4,city124
7,country5,city124
3,country6,city124
13,country7,city124
7,country8,city124
9,country9,city124
7,country0,city125
8,country1,city125
9,country10,city125
10,country11,city125
11,country12,city125
8,country13,city125
7,country14,city125
8,country15,city125
6,country16,city125
4,country17,city125
5,country18,city125
8,country19,city125
1,country2,city125
6,country20,city125
2,country21,city125
6,country22,city125
6,country23,city125
6,country24,city125
9,country25,city125
5,country26,city125
13,country27,city125
13,country28,city125
7,country3,city125
7,country4,city125
6,country5,city125
8,country6,city125
7,country7,city125
12,country8,city125
8,country9,city125
5,country0,city126
11,country1,city126
4,country10,city126
3,country11,city126
4,country12,city126
7,country13,city126
9,country14,city126
11,country15,city126
8,country16,city126
8,country17,city126
12,country18,city126
9,country19,city126
6,country2,city126
3,country20,city126
5,country21,city126
7,country22,city126
7,country23,city126
6,country24,city126
8,country25,city126
8,country26,city126
8,country27,city126
9,country28,city126
7,country3,city126
6,country4,city126
5,country5,city126
10,country6,city126
13,country7,city126
8,country8,city126
10,country9,city126
6,country0,city127
10,country1,city127
14,country10,city127
11,country11,city127
7,country12,city127
7,country13,city127
5,country14,city127
6,country15,city127
5,country16,city127
3,country17,city127
8,country18,city127
5,country19,city127
4,country2,city127
6,country20,city127
8,country21,city127
11,country22,city127
6,country23,city127
5,country24,city127
11,country25,city127
2,country26,city127
3,country27,city127
5,country28,city127
5,country3,city127
4,country4,city127
4,country5,city127
8,country6,city127
12,country7,city127
4,country8,city127
4,country9,city127
9,country0,city128
7,country1,city128
9,country10,city128
5,country11,city128
9,country12,city128
8,country13,city128
8,country14,city128
9,country15,city128
4,country16,city128
8,country17,city128
4,country18,city128
8,country19,city128
9,country2,city128
6,country20,city128
7,country21,city128
1,country22,city128
14,country23,city128
8,country24,city128
9,country25,city128
6,country26,city128
7,country27,city128
6,country28,city128
10,country3,city128
14,country4,city128
5,country5,city128
7,country6,city128
4,country7,city128
4,country8,city128
3,country9,city128
6,country0,city129
5,country1,city129
5,country10,city129
5,country11,city129
6,country12,city129
8,country13,city129
9,country14,city129
8,country15,city129
7,country16,city129
7,country17,city129
4,country18,city129
11,country19,city129
4,country2,city129
3,country20,city129
2,country21,city129
7,country22,city129
8,country23,city129
13,country24,city129
8,country25,city129
6,country26,city129
2,country27,city129
6,country28,city129
8,country3,city129
11,country4,city129
9,country5,city129
5,country6,city129
3,country7,city129
10,country8,city129
7,country9,city129
10,country0,city13
3,country1,city13
8,country10,city13
7,country11,city13
6,country12,city13
10,country13,city13
8,country14,city13
3,country15,city13
6,country16,city13
8,country17,city13
7,country18,city13
7,country19,city13
6,country2,city13
9,country20,city13
12,country21,city13
7,country22,city13
3,country23,city13
8,country24,city13
9,country25,city13
9,country26,city13
5,country27,city13
6,country28,city13
4,country3,city13
3,country4,city13
4,country5,city13
7,country6,city13
7,country7,city13
5,country8,city13
4,country9,city13
12,country0,city130
6,country1,city130
10,country10,city130
9,country11,city130
5,country12,city130
8,country13,city130
7,country14,city130
6,country15,city130
11,country16,city130
4,country17,city130
3,country18,city130
7,country19,city130
2,country2,city130
9,country20,city130
6,country21,city130
5,country22,city130
8,country23,city130
5,country24,city130
8,country25,city130
5,country26,city130
6,country27,city130
8,country28,city130
7,country3,city130
7,country4,city130
5,country5,city130
13,country6,city130
5,country7,city130
13,country8,city130
10,country9,city130
6,country0,city131
2,country1,city131
9,country10,city131
3,country11,city131
7,country12,city131
1,country13,city131
10,country14,city131
9,country15,city131
5,country16,city131
7,country17,city131
8,country18,city131
8,country19,city131
4,country2,city131
8,country20,city131
12,country21,city131
6,country22,city131
6,country23,city131
10,country24,city131
14,country25,city131
3,country26,city131
10,country27,city131
10,country28,city131
5,country3,city131
9,country4,city131
6,country5,city131
4,country6,city131
5,country7,city131
6,country8,city131
4,country9,city131
8,country0,city132
9,country1,city132
7,country10,city132
11,country11,city132
8,country12,city132
4,country13,city132
5,country14,city132
10,country15,city132
5,country16,city132
6,country17,city132
5,country18,city132
9,country19,city132
4,country2,city132
6,country20,city132
4,country21,city132
5,country22,city132
7,country23,city132
10,country24,city132
9,country25,city132
5,country26,city132
7,country27,city132
8,country28,city132
9,country3,city132
7,country4,city132
6,country5,city132
8,country6,city132
10,country7,city132
10,country8,city132
6,country9,city132
8,country0,city133
8,country1,city133
4,country10,city133
5,country11,city133
9,country12,city133
10,country13,city133
7,country14,city133
5,country15,city133
5,country16,city133
4,country17,city133
8,country18,city133
8,country19,city133
7,country2,city133
11,country20,city133
4,country21,city133
6,country22,city133
4,country23,city133
11,country24,city133
4,country25,city133
10,country26,city133
8,country27,city133
9,country28,city133
4,country3,city133
3,country4,city133
5,country5,city133
8,country6,city133
4,country7,city133
5,country8,city133
4,country9,city133
6,country0,city134
8,country1,city134
3,country10,city134
6,country11,city134
6,country12,city134
4,country13,city134
11,country14,city134
7,country15,city134
8,country16,city134
9,country17,city134
6,country18,city134
8,country19,city134
7,country2,city134
7,country20,city134
6,country21,city134
3,country22,city134
10,country23,city134
3,country24,city134
11,country25,city134
7,country26,city134
7,country27,city134
7,country28,city134
6,country3,city134
7,country4,city134
10,country5,city134
10,country6,city134
11,country7,city134
5,country8,city134
3,country9,city134
6,country0,city135
11,country1,city135
9,country10,city135
5,country11,city135
7,country12,city135
6,country13,city135
3,country14,city135
5,country15,city135
7,country16,city135
3,country17,city135
9,country18,city135
10,country19,city135
9,country2,city135
7,country20,city135
4,country21,city135
9,country22,city135
8,country23,city135
5,country24,city135
8,country25,city135
5,country26,city135
5,country27,city135
11,country28,city135
12,country3,city135
7,country4,city135
5,country5,city135
9,country6,city135
4,country7,city135
7,country8,city135
8,country9,city135
7,country0,city136
12,country1,city136
6,country10,city136
7,country11,city136
5,country12,city136
2,country13,city136
14,country14,city136
3,country15,city136
9,country16,city136
3,country17,city136
7,country18,city136
5,country19,city136
13,country2,city136
5,country20,city136
8,country21,city136
5,country22,city136
9,country23,city136
6,country24,city136
7,country25,city136
6,country26,city136
6,country27,city136
13,country28,city136
5,country3,city136
7,country4,city136
7,country5,city136
9,country6,city136
4,country7,city136
4,country8,city136
9,country9,city136
13,country0,city137
9,country1,city137
10,country10,city137
7,country11,city137
11,country12,city137
3,country13,city137
5,country14,city137
8,country15,city137
9,country16,city137
7,country17,city137
6,country18,city137
12,country19,city137
4,country2,city137
7,country20,city137
12,country21,city137
10,country22,city137
13,country23,city137
4,country24,city137
6,country25,city137
4,country26,city137
4,country27,city137
11,country28,city137
9,country3,city137
5,country4,city137
4,country5,city137
4,country6,city137
6,country7,city137
9,country8,city137
7,country9,city137
8,country0,city138
7,country1,city138
12,country10,city138
3,country11,city138
8,country12,city138
9,country13,city138
5,country14,city138
6,country15,city138
8,country16,city138
8,country17,city138
8,country18,city138
10,country19,city138
5,country2,city138
6,country20,city138
7,country21,city138
5,country22,city138
10,country23,city138
10,country24,city138
10,country25,city138
8,country26,city138
8,country27,city138
8,country28,city138
5,country3,city138
6,country4,city138
8,country5,city138
9,country6,city138
7,country7,city138
5,country8,city138
5,country9,city138
4,country0,city139
6,country1,city139
7,country10,city139
10,country11,city139
3,country12,city139
6,country13,city139
12,country14,city139
4,country15,city139
8,country16,city139
7,country17,city139
8,country18,city139
9,country19,city139
8,country2,city139
4,country20,city139
4,country21,city139
9,country22,city139
3,country23,city139
5,country24,city139
6,country25,city139
7,country26,city139
9,country27,city139
9,country28,city139
2,country3,city139
2,country4,city139
10,country5,city139
8,country6,city139
3,country7,city139
7,country8,city139
6,country9,city139
6,country0,city14
9,country1,city14
4,country10,city14
6,country11,city14
10,country12,city14
7,country13,city14
5,country14,city14
7,country15,city14
7,country16,city14
5,country17,city14
5,country18,city14
4,country19,city14
7,country2,city14
6,country20,city14
8,country21,city14
9,country22,city14
9,country23,city14
5,country24,city14
8,country25,city14
7,country26,city14
5,country27,city14
8,country28,city14
8,country3,city14
8,country4,city14
7,country5,city14
6,country6,city14
6,country7,city14
12,country8,city14
9,country9,city14
6,country0,city140
4,country1,city140
9,country10,city140
6,country11,city140
9,country12,city140
9,country13,city140
8,country14,city140
9,country15,city140
8,country16,city140
12,country17,city140
3,country18,city140
2,country19,city140
7,country2,city140
10,country20,city140
12,country21,city140
4,country22,city140
6,country23,city140
7,country24,city140
5,country25,city140
7,country26,city140
13,country27,city140
5,country28,city140
9,country3,city140
3,country4,city140
11,country5,city140
6,country6,city140
6,country7,city140
6,country8,city140
6,country9,city140
6,country0,city141
10,country1,city141
5,country10,city141
10,country11,city141
9,country12,city141
8,country13,city141
6,country14,city141
6,country15,city141
6,country16,city141
6,country17,city141
13,country18,city141
8,country19,city141
9,country2,city141
8,country20,city141
13,country21,city141
9,country22,city141
4,country23,city141
6,country24,city141
10,country25,city141
6,country26,city141
11,country27,city141
7,country28,city141
2,country3,city141
3,country4,city141
8,country5,city141
7,country6,city141
6,country7,city141
6,country8,city141
5,country9,city141
3,country0,city142
8,country1,city142
10,country10,city142
8,country11,city142
5,country12,city142
9,country13,city142
10,country14,city142
6,country15,city142
11,country16,city142
7,country17,city142
4,country18,city142
9,country19,city142
10,country2,city142
7,country20,city142
8,country21,city142
8,country22,city142
5,country23,city142
3,country24,city142
5,country25,city142
5,country26,city142
7,country27,city142
7,country28,city142
8,country3,city142
5,country4,city142
13,country5,city142
4,country6,city142
6,country7,city142
4,country8,city142
5,country9,city142
8,country0,city143
8,country1,city143
10,country10,city143
7,country11,city143
1,country12,city143
8,country13,city143
5,country14,city143
5,country15,city143
9,country16,city143
4,country17,city143
9,country18,city143
13,country19,city143
2,country2,city143
8,country20,city143
6,country21,city143
7,country22,city143
4,country23,city143
6,country24,city143
6,country25,city143
9,country26,city143
5,country27,city143
10,country28,city143
4,country3,city143
5,country4,city143
5,country5,city143
3,country6,city143
10,country7,city143
7,country8,city143
8,country9,city143
7,country0,city144
4,country1,city144
8,country10,city144
5,country11,city144
5,country12,city144
4,country13,city144
5,country14,city144
5,country15,city144
8,country16,city144
10,country17,city144
7,country18,city144
7,country19,city144
11,country2,city144
7,country20,city144
7,country21,city144
1,country22,city144
7,country23,city144
8,country24,city144
5,country25,city144
9,country26,city144
6,country27,city144
10,country28,city144
9,country3,city144
3,country4,city144
6,country5,city144
10,country6,city144
6,country7,city144
5,country8,city144
11,country9,city144
9,country0,city145
6,country1,city145
5,country10,city145
6,country11,city145
3,country12,city145
6,country13,city145
6,country14,city145
9,country15,city145
6,country16,city145
11,country17,city145
10,country18,city145
4,country19,city145
8,country2,city145
5,country20,city145
11,country22,city145
8,country23,city145
7,country24,city145
5,country25,city145
9,country26,city145
3,country27,city145
8,country28,city145
3,country3,city145
10,country4,city145
4,country5,city145
2,country6,city145
5,country7,city145
7,country8,city145
8,country9,city145
10,country0,city146
9,country1,city146
4,country10,city146
10,country11,city146
12,country12,city146
3,country13,city146
3,country14,city146
7,country15,city146
10,country16,city146
7,country17,city146
10,country18,city146
11,country19,city146
3,country2,city146
6,country20,city146
6,country21,city146
7,country22,city146
11,country23,city146
5,country24,city146
3,country25,city146
10,country26,city146
8,country27,city146
6,country28,city146
5,country3,city146
3,country4,city146
6,country5,city146
7,country6,city146
7,country7,city146
8,country8,city146
12,country9,city146
4,country0,city147
11,country1,city147
8,country10,city147
8,country11,city147
6,country12,city147
4,country13,city147
7,country14,city147
7,country15,city147
9,country16,city147
10,country17,city147
3,country18,city147
4,country19,city147
4,country2,city147
2,country20,city147
4,country21,city147
8,country22,city147
13,country23,city147
3,country24,city147
5,country25,city147
6,country26,city147
7,country27,city147
6,country28,city147
5,country3,city147
10,country4,city147
8,country5,city147
4,country6,city147
10,country7,city147
4,country8,city147
8,country9,city147
5,country0,city148
5,country1,city148
5,country10,city148
6,country11,city148
5,country12,city148
10,country13,city148
6,country14,city148
6,country15,city148
9,country16,city148
9,country17,city148
5,country18,city148
7,country19,city148
8,country2,city148
8,country20,city148
9,country21,city148
2,country22,city148
10,country23,city148
6,country24,city148
1,country25,city148
5,country26,city148
13,country27,city148
8,country28,city148
5,country3,city148
6,country4,city148
12,country5,city148
16,country6,city148
7,country7,city148
5,country8,city148
14,country9,city148
5,country0,city149
12,country1,city149
4,country10,city149
8,country11,city149
6,country12,city149
6,country13,city149
12,country14,city149
1,country15,city149
9,country16,city149
6,country17,city149
7,country18,city149
9,country19,city149
3,country2,city149
5,country20,city149
5,country21,city149
10,country22,city149
5,country23,city149
7,country24,city149
4,country25,city149
8,country26,city149
3,country27,city149
10,country28,city149
6,country3,city149
8,country4,city149
6,country5,city149
5,country6,city149
8,country7,city149
5,country8,city149
9,country9,city149
7,country0,city15
9,country1,city15
7,country10,city15
5,country11,city15
8,country12,city15
6,country13,city15
7,country14,city15
6,country15,city15
6,country16,city15
8,country17,city15
9,country18,city15
8,country19,city15
10,country2,city15
11,country20,city15
4,country21,city15
7,country22,city15
3,country23,city15
2,country24,city15
4,country25,city15
4,country26,city15
5,country27,city15
4,country28,city15
6,country3,city15
10,country4,city15
9,country5,city15
8,country6,city15
7,country7,city15
10,country8,city15
11,country9,city15
6,country0,city150
8,country1,city150
6,country10,city150
5,country11,city150
9,country12,city150
14,country13,city150
7,country14,city150
6,country15,city150
3,country16,city150
5,country17,city150
7,country18,city150
6,country19,city150
12,country2,city150
2,country20,city150
6,country21,city150
4,country22,city150
4,country23,city150
8,country24,city150
4,country25,city150
4,country26,city150
8,country27,city150
11,country28,city150
6,country3,city150
8,country4,city150
12,country5,city150
7,country6,city150
8,country7,city150
10,country8,city150
8,country9,city150
8,country0,city151
5,country1,city151
11,country10,city151
15,country11,city151
8,country12,city151
3,country13,city151
8,country14,city151
9,country15,city151
10,country16,city151
7,country17,city151
7,country18,city151
10,country19,city151
8,country2,city151
9,country20,city151
5,country21,city151
7,country22,city151
8,country23,city151
8,country24,city151
6,country25,city151
8,country26,city151
10,country27,city151
4,country28,city151
5,country3,city151
8,country4,city151
9,country5,city151
4,country6,city151
11,country7,city151
12,country8,city151
7,country9,city151
10,country0,city152
7,country1,city152
9,country10,city152
10,country11,city152
6,country12,city152
5,country13,city152
7,country14,city152
5,country15,city152
7,country16,city152
3,country17,city152
13,country18,city152
8,country19,city152
